TreeID,species,northing,easting,latitude,longitude,SPlocation,remarks
968,quercus.robur,168973,494142,51.412,-0.647742,Gunnes's thicket,"NA"
969,quercus.robur,169020,494101,51.4124,-0.648314,Gunnes's thicket,"NA"
970,quercus.robur,169034,494099,51.4125,-0.648347,Gunnes's thicket,"NA"
971,quercus.robur,169030,494097,51.4125,-0.648379,Gunnes's thicket,"NA"
972,quercus.robur,169031,494093,51.4125,-0.648428,Gunnes's thicket,"NA"
973,quercus.robur,169034,494083,51.4125,-0.648576,Gunnes's thicket,"NA"
974,quercus.robur,169009,494096,51.4123,-0.648401,Gunnes's thicket,"NA"
975,quercus.robur,169014,494086,51.4123,-0.648535,Gunnes's thicket,"NA"
976,quercus.robur,169017,494095,51.4124,-0.648412,Gunnes's thicket,"NA"
977,quercus.robur,169026,494093,51.4125,-0.648436,Gunnes's thicket,"NA"
978,quercus.robur,169025,494094,51.4124,-0.648415,Gunnes's thicket,"NA"
979,quercus.robur,169031,494097,51.4125,-0.648381,Gunnes's thicket,"NA"
980,quercus.robur,169046,494084,51.4126,-0.648563,Gunnes's thicket,"NA"
981,quercus.robur,169035,494096,51.4125,-0.648392,Gunnes's thicket,"NA"
982,quercus.robur,169045,494077,51.4126,-0.648655,Gunnes's thicket,"NA"
983,quercus.robur,169045,494072,51.4126,-0.648727,Gunnes's thicket,"oak4"
984,quercus.robur,168961,493773,51.4119,-0.653056,Mann's copse,"NA"
985,quercus.robur,168996,493817,51.4122,-0.652411,Mann's copse,"NA"
986,quercus.robur,168994,493816,51.4122,-0.652419,Mann's copse,"NA"
987,quercus.robur,168999,493821,51.4123,-0.652347,Mann's copse,"NA"
988,quercus.robur,168996,493823,51.4122,-0.652318,Mann's copse,"NA"
989,quercus.robur,168993,493821,51.4122,-0.652348,Mann's copse,"NA"
990,quercus.robur,169008,493815,51.4123,-0.652434,Mann's copse,"NA"
991,quercus.robur,168737,494416,51.4098,-0.64386,Gunnes's hill,"NA"
992,quercus.robur,168767,494405,51.4101,-0.644017,Gunnes's hill,"NA"
993,quercus.robur,168767,494404,51.4101,-0.644031,Gunnes's hill,"NA"
994,quercus.robur,168726,494419,51.4097,-0.643825,Gunnes's hill,"NA"
995,quercus.robur,168663,494318,51.4092,-0.645296,Elm slope,"NA"
996,quercus.robur,168663,494321,51.4092,-0.64525,Elm slope,"NA"
997,quercus.robur,168660,494323,51.4091,-0.645221,Elm slope,"NA"
998,quercus.robur,168657,494329,51.4091,-0.64514,Elm slope,"NA"
999,quercus.robur,168664,494334,51.4092,-0.645069,Elm slope,"NA"
1000,quercus.robur,168664,494334,51.4092,-0.645059,Elm slope,"NA"
1001,quercus.robur,168668,494328,51.4092,-0.645148,Elm slope,"NA"
1002,quercus.robur,168669,494324,51.4092,-0.64521,Elm slope,"NA"
1003,quercus.robur,168672,494343,51.4092,-0.64494,Elm slope,"NA"
1004,quercus.robur,168664,494344,51.4092,-0.64492,Elm slope,"NA"
1005,quercus.robur,168663,494343,51.4091,-0.644941,Elm slope,"NA"
1006,quercus.robur,168670,494342,51.4092,-0.644945,Gunnes's hill,"NA"
1007,quercus.robur,168675,494342,51.4093,-0.644941,Gunnes's hill,"NA"
1008,quercus.robur,168676,494347,51.4093,-0.644875,Elm slope,"NA"
1009,quercus.robur,168672,494355,51.4092,-0.644767,Elm slope,"NA"
1010,quercus.robur,168675,494358,51.4093,-0.644718,Elm slope,"NA"
1011,quercus.robur,168669,494355,51.4092,-0.64476,Elm slope,"NA"
1012,quercus.robur,168673,494359,51.4092,-0.644701,Elm slope,"NA"
1013,quercus.robur,168668,494366,51.4092,-0.644605,Elm slope,"NA"
1014,quercus.robur,168676,494361,51.4093,-0.644681,Elm slope,"NA"
1015,quercus.robur,168678,494359,51.4093,-0.644696,Elm slope,"NA"
1016,quercus.robur,168674,494364,51.4093,-0.644638,Elm slope,"NA"
1017,quercus.robur,168675,494362,51.4093,-0.644667,Elm slope,"NA"
1018,quercus.robur,168676,494336,51.4093,-0.645029,Elm slope,"NA"
1019,quercus.robur,168677,494316,51.4093,-0.645323,Elm slope,"NA"
1020,quercus.robur,168674,494314,51.4093,-0.645343,Elm slope,"NA"
1021,quercus.robur,168687,494305,51.4094,-0.645482,Elm slope,"veteran"
1022,quercus.robur,168687,494299,51.4094,-0.645555,Elm slope,"NA"
1023,quercus.robur,168672,494284,51.4092,-0.645786,Elm slope,"NA"
1024,quercus.robur,168677,494271,51.4093,-0.645963,Elm slope,"veteran"
1025,quercus.robur,169327,494124,51.4152,-0.647907,Cheapside field,"NA"
1026,quercus.robur,169329,494119,51.4152,-0.647982,Cheapside field,"NA"
1027,quercus.robur,169334,494114,51.4152,-0.648049,Cheapside field,"NA"
1028,quercus.robur,169344,494118,51.4153,-0.647991,Cheapside field,"NA"
1029,quercus.robur,169347,494120,51.4153,-0.647962,Cheapside field,"NA"
1030,quercus.robur,169356,494114,51.4154,-0.648043,Cheapside field,"NA"
1031,quercus.robur,169355,494111,51.4154,-0.648087,Cheapside field,"NA"
1032,quercus.robur,169363,494106,51.4155,-0.648164,Cheapside field,"NA"
1033,quercus.robur,169365,494103,51.4155,-0.648203,Cheapside field,"NA"
1034,quercus.robur,169376,494135,51.4156,-0.647732,Cheapside field,"NA"
1035,quercus.robur,169379,494132,51.4156,-0.64778,Cheapside field,"NA"
1036,quercus.robur,169371,494136,51.4156,-0.647717,Cheapside field,"NA"
1037,quercus.robur,169379,494144,51.4156,-0.647611,Cheapside field,"NA"
1038,quercus.robur,169380,494148,51.4156,-0.647545,Cheapside field,"NA"
1039,quercus.robur,169391,494158,51.4157,-0.647407,Cheapside field,"NA"
1040,quercus.robur,169390,494162,51.4157,-0.647339,Cheapside field,"NA"
1041,quercus.robur,169384,494179,51.4157,-0.647096,Cheapside field,"NA"
1042,quercus.robur,169389,494181,51.4157,-0.647072,Cheapside field,"NA"
1043,quercus.robur,169394,493940,51.4158,-0.65053,Pound hill field,"NA"
1044,quercus.robur,169391,493973,51.4158,-0.65006,Pound hill field,"NA"
1045,quercus.robur,169395,493973,51.4158,-0.650067,Pound hill field,"NA"
1046,quercus.robur,169405,493925,51.4159,-0.650745,Pound hill field,"NA"
1047,quercus.robur,169390,493958,51.4157,-0.650278,Pound hill field,"NA"
1048,quercus.robur,169397,493959,51.4158,-0.650258,Pound hill field,"NA"
1049,quercus.robur,169300,493913,51.415,-0.650948,Farm wood,"NA"
1050,quercus.robur,169301,493917,51.415,-0.650892,Farm wood,"NA"
1051,quercus.robur,169291,493890,51.4149,-0.651285,Farm wood,"NA"
1052,quercus.robur,169270,493876,51.4147,-0.651495,Farm wood,"NA"
1053,quercus.robur,169276,493863,51.4147,-0.651679,Farm wood,"NA"
1054,quercus.robur,169232,493923,51.4143,-0.650821,Farm wood,"NA"
1055,quercus.robur,169237,493937,51.4144,-0.650621,Farm wood,"NA"
1056,quercus.robur,169237,493943,51.4144,-0.65053,Farm wood,"NA"
1057,quercus.robur,169233,493937,51.4143,-0.650619,Farm wood,"NA"
1058,quercus.robur,168757,494401,51.41,-0.644074,Gunnes's hill,"NA"
1059,quercus.robur,168762,494397,51.41,-0.644138,Gunnes's hill,"NA"
1060,quercus.robur,168768,494397,51.4101,-0.644139,Gunnes's hill,"NA"
1061,quercus.robur,168762,494398,51.41,-0.644113,Gunnes's hill,"NA"
1062,quercus.robur,168779,494390,51.4102,-0.644224,Gunnes's hill,"NA"
1063,quercus.robur,168767,494380,51.4101,-0.644384,Gunnes's hill,"NA"
1064,quercus.robur,168784,494391,51.4102,-0.644214,Gunnes's hill,"NA"
1065,quercus.robur,168771,494408,51.4101,-0.643968,Gunnes's hill,"veteran"
1066,quercus.robur,168783,494388,51.4102,-0.644252,Gunnes's hill,"NA"
1067,quercus.robur,168785,494386,51.4102,-0.644285,Gunnes's hill,"NA"
1068,quercus.robur,168786,494386,51.4102,-0.644291,Gunnes's hill,"NA"
1069,quercus.robur,168772,494378,51.4101,-0.644409,Gunnes's hill,"NA"
1070,quercus.robur,168793,494376,51.4103,-0.644422,Gunnes's hill,"veteran"
1071,quercus.robur,168793,494393,51.4103,-0.644184,Gunnes's hill,"oak5; veteran"
1072,quercus.robur,168803,494398,51.4104,-0.644114,Gunnes's hill,"NA"
1073,quercus.robur,168796,494404,51.4103,-0.644021,Gunnes's hill,"oak6"
1074,quercus.robur,168801,494367,51.4104,-0.644552,Gunnes's hill,"veteran"
1075,quercus.robur,168772,494333,51.4101,-0.645047,Elm slope,"NA"
1076,quercus.robur,168778,494333,51.4102,-0.645049,Elm slope,"NA"
1077,quercus.robur,168775,494323,51.4102,-0.645191,Elm slope,"NA"
1078,quercus.robur,168765,494335,51.4101,-0.645021,Elm slope,"NA"
1079,quercus.robur,168764,494330,51.4101,-0.645096,Elm slope,"NA"
1080,quercus.robur,168755,494330,51.41,-0.645096,Elm slope,"NA"
1081,quercus.robur,168753,494327,51.41,-0.645149,Elm slope,"NA"
1082,quercus.robur,168751,494315,51.41,-0.645314,Elm slope,"NA"
1083,quercus.robur,168761,494314,51.41,-0.645326,Elm slope,"NA"
1084,quercus.robur,168758,494311,51.41,-0.645366,Elm slope,"NA"
1085,quercus.robur,168772,494305,51.4101,-0.645455,Elm slope,"NA"
1086,quercus.robur,168762,494305,51.4101,-0.645449,Elm slope,"NA"
1087,quercus.robur,168770,494291,51.4101,-0.645654,Elm slope,"veteran"
1088,quercus.robur,168770,494288,51.4101,-0.645705,Elm slope,"NA"
1089,quercus.robur,168779,494293,51.4102,-0.645618,Elm slope,"NA"
1090,quercus.robur,168776,494291,51.4102,-0.645651,Elm slope,"NA"
1091,quercus.robur,168777,494290,51.4102,-0.645674,Elm slope,"NA"
1092,quercus.robur,168777,494281,51.4102,-0.645792,Elm slope,"NA"
1093,quercus.robur,168987,493755,51.4122,-0.6533,Mann's copse,"NA"
1094,quercus.robur,169004,493758,51.4123,-0.653256,Mann's copse,"NA"
1095,quercus.robur,169008,493763,51.4123,-0.65318,Mann's copse,"NA"
1096,quercus.robur,168998,493787,51.412259,-0.652839,Mann's copse,"NA"
1097,quercus.robur,169018,493759,51.4124,-0.653235,Mann's copse,"NA"
1098,quercus.robur,169040,493759,51.4126,-0.653235,Mann's copse,"NA"
1099,quercus.robur,169044,493784,51.4127,-0.652869,Mann's copse,"NA"
1100,quercus.robur,169039,493790,51.4126,-0.652791,Mann's copse,"NA"
1101,quercus.robur,169049,493802,51.4127,-0.65261,Mann's copse,"veteran"
1102,quercus.robur,169073,493748,51.4129,-0.653378,Mann's copse,"NA"
1103,quercus.robur,169077,493743,51.413,-0.653454,Mann's copse,"NA"
1104,quercus.robur,169094,493744,51.4131,-0.653425,Mann's copse,"NA"
1105,quercus.robur,169080,493737,51.413,-0.653533,Mann's copse,"NA"
1106,quercus.robur,168951,493750,51.4118,-0.653386,Mann's copse,"NA"
1107,quercus.robur,168950,493750,51.4118,-0.653385,Mann's copse,"NA"
1108,quercus.robur,168935,493753,51.4117,-0.653345,Mann's copse,"NA"
1109,quercus.robur,169052,493740,51.4128,-0.653495,Mann's copse,"NA"
1110,quercus.robur,169058,493730,51.4128,-0.653644,Mann's copse,"NA"
1111,quercus.robur,169072,493734,51.4129,-0.653581,Mann's copse,"NA"
1112,quercus.robur,169080,493727,51.413,-0.653678,Mann's copse,"NA"
1113,quercus.robur,169086,493746,51.4131,-0.653404,Mann's copse,"NA"
1114,quercus.robur,169123,493772,51.4134,-0.653022,Mann's copse,"NA"
1115,quercus.robur,169134,493766,51.4135,-0.653104,Mann's copse,"veteran"
1116,quercus.robur,169057,493791,51.4128,-0.652763,Mann's copse,"NA"
1117,quercus.robur,169342,494124,51.4153,-0.647899,Cheapside field,"NA"
1118,quercus.robur,169356,494091,51.4154,-0.648374,Cheapside field,"NA"
1119,quercus.robur,169359,494082,51.4154,-0.648508,Cheapside field,"NA"
1120,quercus.robur,169360,494071,51.4155,-0.648661,Cheapside field,"NA"
1121,quercus.robur,169363,494143,51.4155,-0.64762,Cheapside field,"NA"
1122,quercus.robur,168791,494300,51.4103,-0.645517,Elm slope,"NA"
1123,quercus.robur,168789,494305,51.4103,-0.64545,Elm slope,"NA"
1124,quercus.robur,168784,494307,51.4102,-0.645428,Elm slope,"NA"
1125,quercus.robur,168785,494306,51.4103,-0.645437,Elm slope,"NA"
1126,quercus.robur,168780,494308,51.4102,-0.645408,Elm slope,"NA"
1127,quercus.robur,168777,494312,51.4102,-0.645354,Elm slope,"NA"
1128,quercus.robur,168778,494300,51.4102,-0.645518,Elm slope,"NA"
1129,quercus.robur,168764,494321,51.4101,-0.645221,Elm slope,"NA"
1130,quercus.robur,168799,494301,51.4104,-0.645497,Gunnes's hill,"NA"
1131,quercus.robur,168799,494300,51.4104,-0.645523,Gunnes's hill,"NA"
1132,quercus.robur,168799,494300,51.4104,-0.645515,Gunnes's hill,"NA"
1133,quercus.robur,168808,494300,51.4105,-0.64552,Gunnes's hill,"NA"
1134,quercus.robur,168815,494294,51.4105,-0.645601,Gunnes's hill,"NA"
1135,quercus.robur,168815,494294,51.4105,-0.645601,Gunnes's hill,"NA"
1136,quercus.robur,168812,494294,51.4105,-0.645602,Gunnes's hill,"NA"
1137,quercus.robur,168815,494294,51.4105,-0.645603,Gunnes's hill,"NA"
1138,quercus.robur,168815,494293,51.4105,-0.645609,Gunnes's hill,"NA"
1139,quercus.robur,168811,494291,51.4105,-0.645648,Gunnes's hill,"NA"
1140,quercus.sp,NULL,NULL,NULL,NULL,Gunnes's hill,not Q. robur
1141,quercus.robur,168806,494277,51.4104,-0.645851,Gunnes's hill,"veteran"
1142,quercus.robur,168783,494262,51.4102,-0.646063,Gunnes's hill,"NA"
1143,quercus.robur,168789,494272,51.4103,-0.645926,Gunnes's hill,"NA"
1144,quercus.robur,168791,494284,51.4103,-0.645749,Gunnes's hill,"veteran"
1145,quercus.robur,169363,494079,51.4155,-0.648544,Cheapside field,"NA"
1146,quercus.robur,169361,494084,51.4155,-0.648474,Cheapside field,"NA"
1147,quercus.robur,169366,494090,51.4155,-0.648388,Cheapside field,"NA"
1148,quercus.robur,169359,494097,51.4155,-0.648292,Cheapside field,"NA"
1149,quercus.robur,169358,494104,51.4154,-0.648181,Cheapside field,"NA"
1150,quercus.robur,169333,494124,51.4152,-0.6479,Cheapside field,"NA"
1151,quercus.robur,169314,493692,51.4151,-0.654129,Pound hill field,"NA"
1152,quercus.robur,169315,493692,51.4151,-0.654123,Pound hill field,"NA"
1153,quercus.robur,169324,493695,51.4152,-0.654074,Pound hill field,"NA"
1154,quercus.robur,169324,493698,51.4152,-0.654028,Pound hill field,"NA"
1155,quercus.robur,169329,493698,51.4152,-0.654036,Pound hill field,"NA"
1156,quercus.robur,169331,493701,51.4153,-0.653989,Pound hill field,"NA"
1157,quercus.robur,169330,493700,51.4153,-0.653997,Pound hill field,"NA"
1158,quercus.robur,169329,493681,51.4152,-0.654271,Pound hill field,"NA"
1159,quercus.robur,169363,493722,51.4156,-0.653674,Pound hill field,"NA"
1160,quercus.robur,169360,493714,51.4155,-0.653797,Pound hill field,"NA"
1161,quercus.robur,169386,493729,51.4158,-0.653565,Pound hill field,"NA"
1162,quercus.robur,169416,493795,51.416,-0.652614,Pound hill field,"NA"
1163,quercus.robur,169423,493814,51.4161,-0.652336,Pound hill field,"NA"
1164,quercus.robur,169426,493820,51.4161,-0.652258,Pound hill field,"NA"
1165,quercus.robur,169427,493818,51.4161,-0.65228,Pound hill field,"NA"
1166,quercus.robur,169424,493833,51.4161,-0.65206,Pound hill field,"NA"
1167,quercus.robur,169439,493846,51.4162,-0.651872,Pound hill field,"NA"
1168,quercus.robur,169417,493848,51.416,-0.651849,Pound hill field,"NA"
1169,quercus.robur,168871,494382,51.411,-0.64432,Gunnes's hill,"oak11; veteran"
1170,quercus.robur,168882,494393,51.4111,-0.644164,Gunnes's hill,"NA"
1171,quercus.robur,168895,494279,51.4113,-0.645801,Gunnes's hill,"veteran"
1172,quercus.robur,168764,494343,51.4101,-0.644915,Elm slope,"veteran"
1173,quercus.robur,168765,494329,51.4101,-0.645106,Elm slope,"NA"
1174,quercus.robur,168768,494303,51.4101,-0.645483,Elm slope,"NA"
1175,quercus.robur,168759,494305,51.41,-0.64545,Elm slope,"NA"
1176,quercus.robur,168780,494295,51.4102,-0.645598,Elm slope,"NA"
1177,quercus.robur,168793,494266,51.4103,-0.646004,Gunnes's hill,"NA"
1178,quercus.robur,168803,494265,51.4104,-0.646014,Gunnes's hill,"veteran"
1179,quercus.robur,168817,494275,51.4105,-0.645868,Gunnes's hill,"veteran"
1180,quercus.robur,168752,494326,51.41,-0.645157,Elm slope,"NA"
1181,quercus.robur,168742,494342,51.4099,-0.644928,Elm slope,"NA"
1182,quercus.robur,168730,494343,51.4098,-0.644912,Elm slope,"veteran"
1183,quercus.robur,168722,494331,51.4097,-0.645087,Elm slope,"NA"
1184,quercus.robur,168691,494339,51.4094,-0.644989,Elm slope,"veteran"
1185,quercus.robur,168681,494320,51.4093,-0.645259,Elm slope,"NA"
1186,quercus.robur,168661,494313,51.4091,-0.645369,Elm slope,"NA"
1187,quercus.robur,168648,494317,51.409,-0.645313,Elm slope,"veteran"
1188,quercus.robur,168650,494340,51.409,-0.644979,Elm slope,"NA"
1189,quercus.robur,168797,494281,51.4104,-0.645787,Gunnes's hill,"veteran"
1190,quercus.robur,168720,494392,51.4097,-0.644209,Elm slope,"NA"
1191,quercus.robur,168721,494388,51.4097,-0.644267,Elm slope,"NA"
1192,quercus.robur,168738,494418,51.4098,-0.643838,Gunnes's hill,"NA"
1193,quercus.robur,168728,494385,51.4097,-0.64431,Elm slope,"NA"
1194,quercus.robur,168729,494385,51.4097,-0.644316,Elm slope,"NA"
1195,quercus.robur,168750,494380,51.4099,-0.644375,Elm slope,"NA"
1196,quercus.robur,168758,494386,51.41,-0.644292,Elm slope,"NA"
1197,quercus.robur,168758,494380,51.41,-0.644378,Elm slope,"NA"
1198,quercus.robur,168753,494388,51.41,-0.644258,Elm slope,"NA"
1199,quercus.robur,168849,494362,51.4108,-0.644611,Gunnes's hill,"NA"
1200,quercus.robur,168847,494379,51.4108,-0.64437,Gunnes's hill,"NA"
1201,quercus.robur,168848,494364,51.4108,-0.644589,Gunnes's hill,"NA"
1202,quercus.robur,168838,494375,51.4107,-0.644434,Gunnes's hill,"NA"
1203,quercus.robur,168853,494371,51.4109,-0.644488,Gunnes's hill,"NA"
1204,quercus.robur,168883,494396,51.4111,-0.644116,Gunnes's hill,"oak12"
1205,quercus.robur,168887,494395,51.4112,-0.644134,Gunnes's hill,"NA"
1206,quercus.robur,168893,494384,51.4112,-0.64429,Gunnes's hill,"NA"
1207,quercus.robur,168885,494374,51.4111,-0.644434,Gunnes's hill,"NA"
1208,quercus.robur,168885,494378,51.4111,-0.644377,Gunnes's hill,"NA"
1209,quercus.robur,168921,494382,51.4114,-0.644307,Gunnes's hill,"oak23"
1210,quercus.robur,168926,494376,51.4115,-0.644398,Gunnes's hill,"NA"
1211,quercus.robur,168937,494390,51.4116,-0.644192,Gunnes's hill,"oak22; veteran"
1212,quercus.robur,168806,494293,51.4104,-0.645614,Gunnes's hill,"NA"
1213,quercus.robur,168926,494403,51.4115,-0.644003,Gunnes's hill,"NA"
1214,quercus.robur,168926,494406,51.4115,-0.643956,Gunnes's hill,"Tree core project
"
1215,quercus.robur,168925,494405,51.4115,-0.643972,Gunnes's hill,"Tree core project
"
1216,quercus.robur,168926,494404,51.4115,-0.643991,Gunnes's hill,"Tree core project
"
1217,quercus.robur,168922,494408,51.4115,-0.643937,Gunnes's hill,"NA"
1218,quercus.robur,168921,494406,51.4115,-0.643968,Gunnes's hill,"Tree core project
"
1219,quercus.robur,168927,494404,51.4115,-0.643993,Gunnes's hill,"NA"
1220,quercus.robur,168920,494406,51.4114,-0.643959,Gunnes's hill,"NA"
1221,quercus.robur,168920,494406,51.4114,-0.643963,Gunnes's hill,"NA"
1222,quercus.robur,168920,494406,51.4114,-0.643963,Gunnes's hill,"NA"
1223,quercus.robur,168920,494406,51.4114,-0.643963,Gunnes's hill,"NA"
1224,quercus.robur,168920,494410,51.4115,-0.643909,Gunnes's hill,"NA"
1225,quercus.robur,168919,494410,51.4115,-0.643909,Gunnes's hill,"NA"
1226,quercus.robur,168920,494413,51.4115,-0.643864,Gunnes's hill,"NA"
1227,quercus.robur,168920,494413,51.4115,-0.643864,Gunnes's hill,"NA"
1228,quercus.robur,168920,494413,51.4115,-0.643864,Gunnes's hill,"NA"
1229,quercus.robur,168920,494413,51.4115,-0.643864,Gunnes's hill,"NA"
1230,quercus.robur,168920,494412,51.4114,-0.643875,Gunnes's hill,"NA"
1231,quercus.robur,168910,494415,51.4114,-0.643835,Gunnes's hill,"NA"
1232,quercus.robur,168920,494412,51.4114,-0.643875,Gunnes's hill,"veteran"
1233,quercus.robur,168907,494430,51.4113,-0.643624,Gunnes's hill,"NA"
1234,quercus.robur,168921,494412,51.4115,-0.643869,Gunnes's hill,"NA"
1235,quercus.robur,168907,494430,51.4113,-0.643624,Gunnes's hill,"NA"
1236,quercus.robur,168879,494370,51.4111,-0.644495,Gunnes's hill,"veteran"
1237,quercus.robur,168857,494376,51.4109,-0.644405,Gunnes's hill,"NA"
1238,quercus.robur,168851,494291,51.4109,-0.645634,Gunnes's hill,"burned tree; veteran"
1239,quercus.robur,168811,494367,51.4105,-0.644552,Gunnes's hill,"NA"
1240,quercus.robur,168920,494410,51.4115,-0.643909,Gunnes's hill,"NA"
1241,quercus.petraea,168907,494430,51.4113,-0.643624,Gunnes's hill,"NA"
1242,quercus.robur,168923,494413,51.4115,-0.643863,Gunnes's hill,"Tree core project
"
1243,quercus.robur,168925,494412,51.4115,-0.643876,Gunnes's hill,"Tree core project
"
1244,quercus.robur,168924,494412,51.4115,-0.643872,Gunnes's hill,"Tree core project
"
1245,quercus.robur,168930,494413,51.4115,-0.643865,Gunnes's hill,"NA"
1246,quercus.robur,168930,494420,51.4115,-0.643755,Gunnes's hill,"NA"
1247,quercus.robur,168932,494409,51.4116,-0.64392,Gunnes's hill,"Tree core project
"
1248,quercus.robur,168936,494410,51.4116,-0.643897,Gunnes's hill,"NA"
1249,quercus.robur,168934,494425,51.4116,-0.643692,Gunnes's hill,"NA"
1250,quercus.robur,168936,494424,51.4116,-0.643692,Gunnes's hill,"NA"
1251,quercus.robur,168937,494418,51.4116,-0.643781,Gunnes's hill,"NA"
1252,quercus.robur,168938,494422,51.4116,-0.643724,Gunnes's hill,"NA"
1253,quercus.robur,168940,494420,51.4116,-0.64375,Gunnes's hill,"NA"
1254,quercus.robur,168943,494417,51.4117,-0.643793,Gunnes's hill,"NA"
1255,quercus.robur,168943,494420,51.4117,-0.643753,Gunnes's hill,"NA"
1256,quercus.robur,168947,494425,51.4117,-0.643676,Gunnes's hill,"NA"
1257,quercus.robur,168947,494426,51.4117,-0.643664,Gunnes's hill,"NA"
1258,quercus.robur,168947,494422,51.4117,-0.643722,Gunnes's hill,"NA"
1259,quercus.robur,168949,494421,51.4117,-0.643744,Gunnes's hill,"NA"
1260,quercus.robur,168947,494417,51.4117,-0.643799,Gunnes's hill,"NA"
1261,quercus.robur,168947,494418,51.4117,-0.643787,Gunnes's hill,"NA"
1262,quercus.robur,168945,494411,51.4117,-0.643888,Gunnes's hill,"NA"
1263,quercus.robur,168945,494412,51.4117,-0.643875,Gunnes's hill,"NA"
1264,quercus.robur,168942,494410,51.4116,-0.643898,Gunnes's hill,"NA"
1265,quercus.robur,168940,494414,51.4116,-0.643849,Gunnes's hill,"NA"
1266,quercus.robur,168925,494410,51.4115,-0.64391,Gunnes's hill,"NA"
1267,quercus.robur,168948,494409,51.4117,-0.643914,Gunnes's hill,"NA"
1268,quercus.robur,168948,494414,51.4117,-0.643847,Gunnes's hill,"NA"
1269,quercus.robur,168950,494408,51.4117,-0.643924,Gunnes's hill,"NA"
1270,quercus.robur,168947,494410,51.4117,-0.643891,Gunnes's hill,"NA"
1271,quercus.robur,168938,494408,51.4116,-0.643932,Gunnes's hill,"NA"
1272,quercus.robur,168946,494405,51.4117,-0.643974,Gunnes's hill,"NA"
1273,quercus.robur,168927,494405,51.4115,-0.643982,Gunnes's hill,"appear as dead in 2016"
1274,quercus.robur,168782,494274,51.4102,-0.645903,Gunnes's hill,"NA"
1275,quercus.robur,168786,494237,51.4103,-0.646422,Gunnes's hill,"veteran"
1276,quercus.robur,168787,494236,51.4103,-0.646441,Gunnes's hill,"NA"
1277,quercus.robur,168861,494225,51.411,-0.646576,Gunnes's hill,"veteran"
1278,quercus.sp,168869,494254,51.411,-0.646164,Gunnes's hill,not Q. robur
1279,quercus.robur,168900,494243,51.4113,-0.646306,Gunnes's hill,"NA"
1280,quercus.robur,168918,494230,51.4115,-0.646492,Gunnes's hill,"veteran"
1281,quercus.robur,168917,494250,51.4115,-0.64621,Gunnes's hill,"NA"
1282,quercus.robur,168921,494253,51.4115,-0.646164,Gunnes's hill,"NA"
1283,quercus.robur,168919,494252,51.4115,-0.64618,Gunnes's hill,"NA"
1284,quercus.robur,168916,494268,51.4114,-0.645953,Gunnes's hill,"NA"
1285,quercus.robur,168922,494268,51.4115,-0.645951,Gunnes's hill,"NA"
1286,quercus.robur,168923,494271,51.4115,-0.645901,Gunnes's hill,"NA"
1287,quercus.robur,168921,494274,51.4115,-0.645857,Gunnes's hill,"NA"
1288,quercus.robur,168922,494268,51.4115,-0.645947,Gunnes's hill,"NA"
1289,quercus.robur,168913,494269,51.4114,-0.64593,Gunnes's hill,"NA"
1290,quercus.robur,168914,494271,51.4114,-0.645903,Gunnes's hill,"NA"
1291,quercus.robur,168915,494267,51.4114,-0.645957,Gunnes's hill,"NA"
1292,quercus.robur,168917,494274,51.4114,-0.645865,Gunnes's hill,"NA"
1293,quercus.robur,168914,494273,51.4114,-0.645875,Gunnes's hill,"NA"
1294,quercus.robur,168919,494276,51.4115,-0.645829,Gunnes's hill,"NA"
1295,quercus.robur,168915,494279,51.4114,-0.645782,Gunnes's hill,"NA"
1296,quercus.robur,168915,494280,51.4114,-0.645778,Gunnes's hill,"NA"
1297,quercus.robur,168924,494277,51.4115,-0.645822,Gunnes's hill,"NA"
1298,quercus.robur,168928,494274,51.4115,-0.64586,Gunnes's hill,"NA"
1299,quercus.robur,168933,494273,51.4116,-0.645866,Gunnes's hill,"NA"
1300,quercus.robur,168931,494267,51.4116,-0.645957,Gunnes's hill,"NA"
1301,quercus.sp,NULL,NULL,NULL,NULL,Gunnes's hill,not Q. robur
1302,quercus.sp,168948,494284,51.4117,-0.645705,Gunnes's hill,not Q. robur
1303,quercus.robur,168933,494270,51.4116,-0.645913,Gunnes's hill,"NA"
1304,quercus.robur,168939,494276,51.4116,-0.645827,Gunnes's hill,"NA"
1305,quercus.robur,168943,494279,51.4117,-0.645779,Gunnes's hill,"NA"
1306,quercus.robur,168953,494279,51.4118,-0.645784,Gunnes's hill,"NA"
1307,quercus.robur,168950,494288,51.4117,-0.64565,Hell hill,"NA"
1308,quercus.robur,168956,494288,51.4118,-0.645654,Hell hill,"NA"
1309,quercus.robur,168965,494285,51.4119,-0.645689,Hell hill,"NA"
1310,quercus.robur,168968,494286,51.4119,-0.645671,Hell hill,"NA"
1311,quercus.robur,169002,494256,51.4122,-0.646102,Hell hill,"NA"
1312,quercus.robur,169025,494238,51.4124,-0.646345,Hell hill,"NA"
1313,quercus.robur,169033,494233,51.4125,-0.646422,Hell hill,"NA"
1314,quercus.robur,169037,494230,51.4125,-0.646466,Hell hill,"NA"
1315,quercus.sp,169086,494258,51.413,-0.646039,Hell hill,not Q. robur
1316,quercus.robur,169091,494273,51.413,-0.645835,Hell hill,"NA"
1317,quercus.robur,169091,494272,51.413,-0.645849,Hell hill,"NA"
