TreeID,TreeForm,Girth_cm,Stems,HeightGirth_cm,Estimated,Date
658,maiden,113,NULL,NA,NULL,"2007-2015
"
659,maiden,70,NULL,NA,NULL,"2007-2015
"
660,maiden,230,NULL,NA,NULL,"2007-2015
"
661,maiden,175,NULL,NA,NULL,"2007-2015
"
662,maiden,103,NULL,NA,NULL,"2007-2015
"
662,maiden,103,1,130,0,"2016-2019
"
663,maiden,102,NULL,NA,NULL,"2007-2015
"
664,maiden,98,NULL,NA,NULL,"2007-2015
"
664,maiden,101,1,130,0,"2016-2019
"
665,maiden,140,NULL,NA,NULL,"2007-2015
"
666,maiden,105,NULL,NA,NULL,"2007-2015
"
667,maiden,122,NULL,NA,NULL,"2007-2015
"
668,maiden,110,NULL,NA,NULL,"2007-2015
"
669,maiden,117,NULL,NA,NULL,"2007-2015
"
670,maiden,72,NULL,NA,NULL,"2007-2015
"
670,maiden,82,1,130,0,"2016-2019
"
671,maiden,38,NULL,NA,NULL,"2007-2015
"
672,maiden,160,NULL,NA,NULL,"2007-2015
"
673,maiden,192,NULL,NA,NULL,"2007-2015
"
674,maiden,131,NULL,NA,NULL,"2007-2015
"
674,maiden,139,1,130,0,"2016-2019
"
675,maiden,145,NULL,NA,NULL,"2007-2015
"
675,maiden,157,1,130,0,"2016-2019
"
676,multistem,141,NULL,NA,NULL,"2007-2015
"
676,multistem,208,2,130,0,"2016-2019
"
677,maiden,51,NULL,NA,NULL,"2007-2015
"
678,maiden,78,NULL,NA,NULL,"2007-2015
"
679,maiden,74,NULL,NA,NULL,"2007-2015
"
680,maiden,106,NULL,NA,NULL,"2007-2015
"
681,maiden,148,NULL,NA,NULL,"2007-2015
"
682,maiden,94,NULL,NA,NULL,"2007-2015
"
682,maiden,93,1,130,0,"2016-2019
"
683,maiden,100,NULL,NA,NULL,"2007-2015
"
683,maiden,88,1,130,0,"2016-2019
"
684,multistem,165,NULL,NA,NULL,"2007-2015
"
684,multistem,285,2,130,0,"2016-2019
"
685,maiden,92,NULL,NA,NULL,"2007-2015
"
686,maiden,72,NULL,NA,NULL,"2007-2015
"
686,maiden,77,1,130,0,"2016-2019
"
687,maiden,152,NULL,NA,NULL,"2007-2015
"
688,maiden,80,NULL,NA,NULL,"2007-2015
"
688,maiden,84,1,130,0,"2016-2019
"
689,maiden,92,NULL,NA,NULL,"2007-2015
"
690,maiden,128,NULL,NA,NULL,"2007-2015
"
691,maiden,84,NULL,NA,NULL,"2007-2015
"
692,maiden,58,NULL,NA,NULL,"2007-2015
"
693,maiden,64,NULL,NA,NULL,"2007-2015
"
693,maiden,39,1,130,0,"2016-2019
"
694,maiden,141,NULL,NA,NULL,"2007-2015
"
694,maiden,142,1,130,0,"2016-2019
"
695,maiden,134,NULL,NA,NULL,"2007-2015
"
696,maiden,40,NULL,NA,NULL,"2007-2015
"
697,maiden,83,NULL,NA,NULL,"2007-2015
"
698,maiden,37,NULL,NA,NULL,"2007-2015
"
699,maiden,96,NULL,NA,NULL,"2007-2015
"
699,maiden,99,1,130,0,"2016-2019
"
700,maiden,66,NULL,NA,NULL,"2007-2015
"
701,maiden,81,NULL,NA,NULL,"2007-2015
"
702,maiden,80,NULL,NA,NULL,"2007-2015
"
702,maiden,83,1,130,0,"2016-2019
"
703,maiden,119,NULL,NA,NULL,"2007-2015
"
704,multistem,138,NULL,NA,NULL,"2007-2015
"
704,multistem,240,3,130,0,"2016-2019
"
705,maiden,112,NULL,NA,NULL,"2007-2015
"
706,maiden,256,NULL,NA,NULL,"2007-2015
"
707,maiden,76,NULL,NA,NULL,"2007-2015
"
708,maiden,128,NULL,NA,NULL,"2007-2015
"
709,maiden,104,NULL,NA,NULL,"2007-2015
"
709,maiden,110,1,130,0,"2016-2019
"
710,maiden,123,NULL,NA,NULL,"2007-2015
"
710,maiden,130,1,130,0,"2016-2019
"
711,maiden,74,NULL,NA,NULL,"2007-2015
"
711,maiden,73,1,130,0,"2016-2019
"
712,maiden,53,NULL,NA,NULL,"2007-2015
"
713,maiden,72,NULL,NA,NULL,"2007-2015
"
713,maiden,75,1,130,0,"2016-2019
"
714,maiden,73,1,130,0,"2016-2019
"
715,maiden,146,NULL,NA,NULL,"2007-2015
"
716,maiden,125,NULL,NA,NULL,"2007-2015
"
716,maiden,130,1,130,0,"2016-2019
"
717,maiden,141,NULL,NA,NULL,"2007-2015
"
718,maiden,91,NULL,NA,NULL,"2007-2015
"
719,maiden,128,NULL,NA,NULL,"2007-2015
"
720,maiden,99,NULL,NA,NULL,"2007-2015
"
720,maiden,108,1,130,0,"2016-2019
"
721,maiden,46,NULL,NA,NULL,"2007-2015
"
722,maiden,55,NULL,NA,NULL,"2007-2015
"
723,maiden,31,NULL,NA,NULL,"2007-2015
"
724,maiden,124,NULL,NA,NULL,"2007-2015
"
724,maiden,123,1,130,0,"2016-2019
"
725,maiden,136,NULL,NA,NULL,"2007-2015
"
725,maiden,147,1,130,0,"2016-2019
"
726,maiden,40,NULL,NA,NULL,"2007-2015
"
727,maiden,73,NULL,NA,NULL,"2007-2015
"
727,maiden,76,1,130,0,"2016-2019
"
728,maiden,58,NULL,NA,NULL,"2007-2015
"
729,maiden,58,NULL,NA,NULL,"2007-2015
"
729,maiden,63,1,130,0,"2016-2019
"
730,maiden,210,NULL,NA,NULL,"2007-2015
"
730,maiden,220,1,130,0,"2016-2019
"
731,maiden,56,NULL,NA,NULL,"2007-2015
"
732,maiden,68,NULL,NA,NULL,"2007-2015
"
733,maiden,102,NULL,NA,NULL,"2007-2015
"
733,maiden,111,1,130,0,"2016-2019
"
734,maiden,108,NULL,NA,NULL,"2007-2015
"
735,maiden,149,NULL,NA,NULL,"2007-2015
"
735,maiden,153,1,130,0,"2016-2019
"
736,multistem,108,NULL,NA,NULL,"2007-2015
"
736,multistem,157,2,130,0,"2016-2019
"
737,maiden,88,NULL,NA,NULL,"2007-2015
"
738,maiden,85,NULL,NA,NULL,"2007-2015
"
739,maiden,53,NULL,NA,NULL,"2007-2015
"
740,maiden,159,1,130,0,"2016-2019
"
741,maiden,80,NULL,NA,NULL,"2007-2015
"
742,maiden,111,NULL,NA,NULL,"2007-2015
"
742,maiden,130,1,130,0,"2016-2019
"
743,maiden,50,NULL,NA,NULL,"2007-2015
"
743,maiden,52,1,130,0,"2016-2019
"
744,maiden,107,NULL,NA,NULL,"2007-2015
"
744,maiden,112,1,130,0,"2016-2019
"
745,maiden,124,NULL,NA,NULL,"2007-2015
"
746,maiden,41,NULL,NA,NULL,"2007-2015
"
746,maiden,41,1,130,0,"2016-2019
"
747,maiden,57,NULL,NA,NULL,"2007-2015
"
747,maiden,59,1,130,0,"2016-2019
"
748,maiden,433,1,130,0,"2016-2019
"
749,maiden,64,NULL,NA,NULL,"2007-2015
"
749,maiden,70,1,130,0,"2016-2019
"
750,maiden,64,NULL,NA,NULL,"2007-2015
"
751,maiden,117,NULL,NA,NULL,"2007-2015
"
752,maiden,400,NULL,NA,NULL,"2007-2015
"
753,maiden,57,NULL,NA,NULL,"2007-2015
"
754,maiden,90,NULL,NA,NULL,"2007-2015
"
754,maiden,105,1,130,0,"2016-2019
"
755,maiden,113,NULL,NA,NULL,"2007-2015
"
755,maiden,120,1,130,0,"2016-2019
"
756,maiden,125,NULL,NA,NULL,"2007-2015
"
756,maiden,143,1,130,0,"2016-2019
"
757,maiden,55,NULL,NA,NULL,"2007-2015
"
758,maiden,69,NULL,NA,NULL,"2007-2015
"
759,maiden,54,NULL,NA,NULL,"2007-2015
"
759,maiden,56,1,130,0,"2016-2019
"
760,maiden,398,NULL,NA,NULL,"2007-2015
"
761,maiden,147,NULL,NA,NULL,"2007-2015
"
761,maiden,167,1,130,0,"2016-2019
"
762,maiden,161,NULL,NA,NULL,"2007-2015
"
762,maiden,209,1,130,0,"2016-2019
"
763,maiden,75,NULL,NA,NULL,"2007-2015
"
763,maiden,75,1,130,0,"2016-2019
"
764,multistem,149,NULL,NA,NULL,"2007-2015
"
764,multistem,268,3,130,0,"2016-2019
"
765,maiden,260,NULL,NA,NULL,"2007-2015
"
766,maiden,258,NULL,NA,NULL,"2007-2015
"
766,maiden,275,1,50,0,"2016-2019
"
767,maiden,94,NULL,NA,NULL,"2007-2015
"
767,maiden,114,1,130,0,"2016-2019
"
768,maiden,53,NULL,NA,NULL,"2007-2015
"
769,maiden,92,NULL,NA,NULL,"2007-2015
"
769,maiden,98,1,130,0,"2016-2019
"
770,multistem,138,NULL,NA,NULL,"2007-2015
"
770,multistem,234,2,130,0,"2016-2019
"
771,maiden,126,NULL,NA,NULL,"2007-2015
"
772,maiden,133,NULL,NA,NULL,"2007-2015
"
773,maiden,158,NULL,NA,NULL,"2007-2015
"
773,maiden,171,1,130,0,"2016-2019
"
774,maiden,158,NULL,NA,NULL,"2007-2015
"
774,maiden,169,1,130,0,"2016-2019
"
775,maiden,193,NULL,NA,NULL,"2007-2015
"
775,maiden,243,1,130,0,"2016-2019
"
776,maiden,107,NULL,NA,NULL,"2007-2015
"
777,maiden,106,NULL,NA,NULL,"2007-2015
"
777,maiden,108,1,130,0,"2016-2019
"
778,maiden,115,NULL,NA,NULL,"2007-2015
"
778,maiden,125,1,130,0,"2016-2019
"
779,maiden,88,NULL,NA,NULL,"2007-2015
"
779,maiden,87,1,130,0,"2016-2019
"
780,maiden,116,NULL,NA,NULL,"2007-2015
"
780,maiden,100,1,130,0,"2016-2019
"
781,maiden,80,NULL,NA,NULL,"2007-2015
"
782,maiden,79,NULL,NA,NULL,"2007-2015
"
783,multistem,179,NULL,NA,NULL,"2007-2015
"
783,multistem,310,3,130,0,"2016-2019
"
784,maiden,59,NULL,NA,NULL,"2007-2015
"
786,maiden,144,NULL,NA,NULL,"2007-2015
"
787,maiden,40,NULL,NA,NULL,"2007-2015
"
787,maiden,42,1,130,0,"2016-2019
"
788,maiden,41,NULL,NA,NULL,"2007-2015
"
789,maiden,177,NULL,NA,NULL,"2007-2015
"
789,maiden,275,1,130,0,"2016-2019
"
790,maiden,103,NULL,NA,NULL,"2007-2015
"
790,maiden,110,1,130,0,"2016-2019
"
791,maiden,390,NULL,NA,NULL,"2007-2015
"
791,maiden,464,1,130,0,"2016-2019
"
792,maiden,90,NULL,NA,NULL,"2007-2015
"
792,maiden,97,1,130,0,"2016-2019
"
794,maiden,56,NULL,NA,NULL,"2007-2015
"
795,maiden,144,NULL,NA,NULL,"2007-2015
"
795,maiden,146,1,130,0,"2016-2019
"
796,maiden,39,NULL,NA,NULL,"2007-2015
"
797,maiden,420,NULL,NA,NULL,"2007-2015
"
798,maiden,38,NULL,NA,NULL,"2007-2015
"
798,maiden,39,1,130,0,"2016-2019
"
799,maiden,56,NULL,NA,NULL,"2007-2015
"
799,maiden,83,1,130,0,"2016-2019
"
800,maiden,178,NULL,NA,NULL,"2007-2015
"
801,maiden,107,NULL,NA,NULL,"2007-2015
"
801,maiden,254,1,130,0,"2016-2019
"
802,maiden,41,NULL,NA,NULL,"2007-2015
"
802,maiden,38,1,130,0,"2016-2019
"
803,maiden,76,NULL,NA,NULL,"2007-2015
"
803,maiden,75,1,130,0,"2016-2019
"
804,maiden,99,NULL,NA,NULL,"2007-2015
"
804,maiden,98,1,130,0,"2016-2019
"
805,maiden,133,NULL,NA,NULL,"2007-2015
"
805,maiden,155,1,130,0,"2016-2019
"
806,maiden,280,NULL,NA,NULL,"2007-2015
"
806,maiden,280,1,130,0,"2016-2019
"
807,maiden,61,NULL,NA,NULL,"2007-2015
"
807,maiden,52,1,130,0,"2016-2019
"
808,maiden,385,NULL,NA,NULL,"2007-2015
"
808,maiden,360,1,130,0,"2016-2019
"
809,maiden,120,NULL,NA,NULL,"2007-2015
"
809,maiden,410,1,130,0,"2016-2019
"
810,maiden,143,NULL,NA,NULL,"2007-2015
"
810,maiden,164,1,130,0,"2016-2019
"
811,maiden,164,NULL,NA,NULL,"2007-2015
"
811,maiden,175,1,130,0,"2016-2019
"
812,maiden,201,NULL,NA,NULL,"2007-2015
"
812,maiden,210,1,130,0,"2016-2019
"
813,maiden,175,NULL,NA,NULL,"2007-2015
"
815,maiden,343,NULL,NA,NULL,"2007-2015
"
815,maiden,601,1,130,0,"2016-2019
"
817,maiden,295,NULL,NA,NULL,"2007-2015
"
818,maiden,233,NULL,NA,NULL,"2007-2015
"
818,maiden,249,1,130,0,"2016-2019
"
819,maiden,403,NULL,NA,NULL,"2007-2015
"
820,maiden,409,NULL,NA,NULL,"2007-2015
"
821,maiden,132,NULL,NA,NULL,"2007-2015
"
822,maiden,81,NULL,NA,NULL,"2007-2015
"
823,maiden,69,NULL,NA,NULL,"2007-2015
"
824,maiden,64,NULL,NA,NULL,"2007-2015
"
825,maiden,78,NULL,NA,NULL,"2007-2015
"
826,maiden,165,NULL,NA,NULL,"2007-2015
"
827,multistem,131,NULL,NA,NULL,"2007-2015
"
827,multistem,171,2,130,0,"2016-2019
"
828,maiden,59,NULL,NA,NULL,"2007-2015
"
829,maiden,155,NULL,NA,NULL,"2007-2015
"
831,maiden,117,NULL,NA,NULL,"2007-2015
"
832,maiden,102,NULL,NA,NULL,"2007-2015
"
833,maiden,125,NULL,NA,NULL,"2007-2015
"
834,maiden,103,NULL,NA,NULL,"2007-2015
"
835,maiden,107,NULL,NA,NULL,"2007-2015
"
836,maiden,144,NULL,NA,NULL,"2007-2015
"
838,maiden,72,NULL,NA,NULL,"2007-2015
"
840,maiden,100,NULL,NA,NULL,"2007-2015
"
841,maiden,155,NULL,NA,NULL,"2007-2015
"
842,maiden,185,NULL,NA,NULL,"2007-2015
"
843,maiden,169,NULL,NA,NULL,"2007-2015
"
844,maiden,234,NULL,NA,NULL,"2007-2015
"
845,maiden,137,NULL,NA,NULL,"2007-2015
"
846,maiden,116,NULL,NA,NULL,"2007-2015
"
847,maiden,111,NULL,NA,NULL,"2007-2015
"
848,maiden,138,NULL,NA,NULL,"2007-2015
"
849,maiden,144,NULL,NA,NULL,"2007-2015
"
850,maiden,161,NULL,NA,NULL,"2007-2015
"
851,maiden,47,NULL,NA,NULL,"2007-2015
"
851,maiden,50,1,130,0,"2016-2019
"
852,maiden,110,NULL,NA,NULL,"2007-2015
"
852,maiden,120,1,130,0,"2016-2019
"
853,maiden,120,NULL,NA,NULL,"2007-2015
"
854,maiden,93,NULL,NA,NULL,"2007-2015
"
854,maiden,102,1,130,0,"2016-2019
"
855,maiden,181,NULL,NA,NULL,"2007-2015
"
855,maiden,202,1,130,0,"2016-2019
"
856,maiden,137,NULL,NA,NULL,"2007-2015
"
856,maiden,147,1,130,0,"2016-2019
"
857,maiden,155,NULL,NA,NULL,"2007-2015
"
857,maiden,171,1,130,0,"2016-2019
"
858,maiden,218,NULL,NA,NULL,"2007-2015
"
859,maiden,113,NULL,NA,NULL,"2007-2015
"
860,maiden,118,NULL,NA,NULL,"2007-2015
"
860,maiden,129,1,130,0,"2016-2019
"
861,maiden,77,NULL,NA,NULL,"2007-2015
"
861,maiden,75,1,130,0,"2016-2019
"
862,maiden,96,NULL,NA,NULL,"2007-2015
"
862,maiden,90,1,130,0,"2016-2019
"
863,maiden,98,NULL,NA,NULL,"2007-2015
"
864,maiden,95,NULL,NA,NULL,"2007-2015
"
865,maiden,56,NULL,NA,NULL,"2007-2015
"
866,maiden,45,NULL,NA,NULL,"2007-2015
"
867,maiden,154,NULL,NA,NULL,"2007-2015
"
868,maiden,92,NULL,NA,NULL,"2007-2015
"
869,maiden,79,NULL,NA,NULL,"2007-2015
"
869,maiden,73,1,130,0,"2016-2019
"
870,maiden,38,NULL,NA,NULL,"2007-2015
"
870,maiden,47,1,130,0,"2016-2019
"
871,maiden,57,NULL,NA,NULL,"2007-2015
"
872,maiden,130,NULL,NA,NULL,"2007-2015
"
872,maiden,207,1,130,0,"2016-2019
"
873,maiden,57,NULL,NA,NULL,"2007-2015
"
874,maiden,50,NULL,NA,NULL,"2007-2015
"
875,maiden,83,NULL,NA,NULL,"2007-2015
"
876,maiden,99,NULL,NA,NULL,"2007-2015
"
877,maiden,82,NULL,NA,NULL,"2007-2015
"
878,maiden,120,NULL,NA,NULL,"2007-2015
"
879,maiden,53,NULL,NA,NULL,"2007-2015
"
880,maiden,99,NULL,NA,NULL,"2007-2015
"
881,maiden,70,NULL,NA,NULL,"2007-2015
"
882,maiden,104,NULL,NA,NULL,"2007-2015
"
882,maiden,166,1,130,0,"2016-2019
"
883,maiden,66,NULL,NA,NULL,"2007-2015
"
884,maiden,45,NULL,NA,NULL,"2007-2015
"
885,maiden,74,NULL,NA,NULL,"2007-2015
"
885,maiden,84,1,130,0,"2016-2019
"
886,maiden,83,NULL,NA,NULL,"2007-2015
"
887,maiden,60,NULL,NA,NULL,"2007-2015
"
887,maiden,69,1,130,0,"2016-2019
"
888,maiden,96,NULL,NA,NULL,"2007-2015
"
889,maiden,425,NULL,NA,NULL,"2007-2015
"
890,maiden,84,NULL,NA,NULL,"2007-2015
"
890,maiden,192,1,130,0,"2016-2019
"
891,maiden,68,NULL,NA,NULL,"2007-2015
"
891,maiden,73,1,130,0,"2016-2019
"
892,maiden,115,NULL,NA,NULL,"2007-2015
"
893,maiden,60,NULL,NA,NULL,"2007-2015
"
894,maiden,163,NULL,NA,NULL,"2007-2015
"
894,maiden,228,1,130,0,"2016-2019
"
895,maiden,109,NULL,NA,NULL,"2007-2015
"
895,maiden,115,1,130,0,"2016-2019
"
896,maiden,216,NULL,NA,NULL,"2007-2015
"
896,maiden,241,1,130,0,"2016-2019
"
897,maiden,73,NULL,NA,NULL,"2007-2015
"
897,maiden,82,1,130,0,"2016-2019
"
898,maiden,202,NULL,NA,NULL,"2007-2015
"
898,maiden,136,1,130,0,"2016-2019
"
899,maiden,20,NULL,NA,NULL,"2007-2015
"
899,maiden,29,1,130,0,"2016-2019
"
901,maiden,110,NULL,NA,NULL,"2007-2015
"
902,maiden,161,NULL,NA,NULL,"2007-2015
"
903,maiden,138,NULL,NA,NULL,"2007-2015
"
904,maiden,100,NULL,NA,NULL,"2007-2015
"
905,maiden,121,NULL,NA,NULL,"2007-2015
"
906,maiden,161,NULL,NA,NULL,"2007-2015
"
908,maiden,400,NULL,NA,NULL,"2007-2015
"
909,maiden,130,1,130,0,"2016-2019
"
910,maiden,107,NULL,NA,NULL,"2007-2015
"
910,maiden,114,1,130,0,"2016-2019
"
911,maiden,167,NULL,NA,NULL,"2007-2015
"
911,maiden,168,1,130,0,"2016-2019
"
912,multistem,163,NULL,NA,NULL,"2007-2015
"
912,multistem,232,2,130,0,"2016-2019
"
913,maiden,208,NULL,NA,NULL,"2007-2015
"
913,maiden,210,1,130,0,"2016-2019
"
914,maiden,165,NULL,NA,NULL,"2007-2015
"
915,maiden,109,NULL,NA,NULL,"2007-2015
"
915,maiden,118,1,130,0,"2016-2019
"
916,maiden,109,NULL,NA,NULL,"2007-2015
"
917,maiden,94,NULL,NA,NULL,"2007-2015
"
918,maiden,84,NULL,NA,NULL,"2007-2015
"
919,maiden,109,NULL,NA,NULL,"2007-2015
"
920,multistem,170,NULL,NA,NULL,"2007-2015
"
920,multistem,244,2,130,0,"2016-2019
"
921,maiden,120,NULL,NA,NULL,"2007-2015
"
922,maiden,127,NULL,NA,NULL,"2007-2015
"
922,maiden,135,1,130,0,"2016-2019
"
923,maiden,91,NULL,NA,NULL,"2007-2015
"
924,maiden,95,NULL,NA,NULL,"2007-2015
"
925,maiden,111,NULL,NA,NULL,"2007-2015
"
925,maiden,119,1,130,0,"2016-2019
"
926,maiden,74,1,130,0,"2016-2019
"
928,maiden,175,NULL,NA,NULL,"2007-2015
"
928,maiden,190,1,130,0,"2016-2019
"
930,maiden,98,NULL,NA,NULL,"2007-2015
"
931,maiden,79,NULL,NA,NULL,"2007-2015
"
931,maiden,98,1,130,0,"2016-2019
"
932,maiden,68,NULL,NA,NULL,"2007-2015
"
932,maiden,94,1,130,0,"2016-2019
"
933,maiden,213,NULL,NA,NULL,"2007-2015
"
933,maiden,230,1,130,0,"2016-2019
"
934,maiden,74,NULL,NA,NULL,"2007-2015
"
934,maiden,143,1,130,0,"2016-2019
"
935,maiden,213,NULL,NA,NULL,"2007-2015
"
935,maiden,254,1,130,0,"2016-2019
"
936,maiden,58,NULL,NA,NULL,"2007-2015
"
937,maiden,83,NULL,NA,NULL,"2007-2015
"
937,maiden,93,1,130,0,"2016-2019
"
938,maiden,103,NULL,NA,NULL,"2007-2015
"
940,maiden,46,NULL,NA,NULL,"2007-2015
"
941,maiden,52,NULL,NA,NULL,"2007-2015
"
941,maiden,56,1,130,0,"2016-2019
"
942,maiden,85,NULL,NA,NULL,"2007-2015
"
942,maiden,100,1,130,0,"2016-2019
"
943,maiden,94,NULL,NA,NULL,"2007-2015
"
943,maiden,110,1,130,0,"2016-2019
"
944,maiden,203,NULL,NA,NULL,"2007-2015
"
944,maiden,220,1,130,0,"2016-2019
"
945,maiden,231,NULL,NA,NULL,"2007-2015
"
945,maiden,252,1,130,0,"2016-2019
"
946,maiden,50,NULL,NA,NULL,"2007-2015
"
946,maiden,57,1,130,0,"2016-2019
"
947,maiden,37,NULL,NA,NULL,"2007-2015
"
947,maiden,42,1,130,0,"2016-2019
"
948,maiden,93,NULL,NA,NULL,"2007-2015
"
948,maiden,99,1,130,0,"2016-2019
"
949,maiden,24,NULL,NA,NULL,"2007-2015
"
950,maiden,187,1,130,0,"2016-2019
"
951,maiden,205,1,130,0,"2016-2019
"
952,maiden,162,NULL,NA,NULL,"2007-2015
"
952,maiden,155,1,60,0,"2016-2019
"
953,maiden,189,NULL,NA,NULL,"2007-2015
"
954,maiden,183,1,130,0,"2016-2019
"
955,maiden,38,NULL,NA,NULL,"2007-2015
"
955,maiden,160,1,130,0,"2016-2019
"
956,maiden,363,NULL,NA,NULL,"2007-2015
"
956,maiden,370,1,130,0,"2016-2019
"
957,multistem,151,NULL,NA,NULL,"2007-2015
"
957,multistem,214,2,130,0,"2016-2019
"
958,maiden,320,NULL,NA,NULL,"2007-2015
"
958,maiden,322,1,130,0,"2016-2019
"
959,maiden,336,NULL,NA,NULL,"2007-2015
"
960,maiden,203,NULL,NA,NULL,"2007-2015
"
961,maiden,199,NULL,NA,NULL,"2007-2015
"
962,maiden,210,NULL,NA,NULL,"2007-2015
"
963,maiden,245,NULL,NA,NULL,"2007-2015
"
964,maiden,307,NULL,NA,NULL,"2007-2015
"
965,maiden,178,NULL,NA,NULL,"2007-2015
"
966,maiden,236,NULL,NA,NULL,"2007-2015
"
967,maiden,109,NULL,NA,NULL,"2007-2015
"
968,maiden,191,NULL,NA,NULL,"2007-2015
"
968,maiden,214,1,130,0,"2016-2019
"
969,maiden,93,NULL,NA,NULL,"2007-2015
"
970,maiden,249,NULL,NA,NULL,"2007-2015
"
971,maiden,69,NULL,NA,NULL,"2007-2015
"
972,maiden,94,NULL,NA,NULL,"2007-2015
"
973,maiden,220,NULL,NA,NULL,"2007-2015
"
974,maiden,187,NULL,NA,NULL,"2007-2015
"
975,maiden,141,NULL,NA,NULL,"2007-2015
"
976,maiden,78,NULL,NA,NULL,"2007-2015
"
977,maiden,133,NULL,NA,NULL,"2007-2015
"
978,maiden,99,NULL,NA,NULL,"2007-2015
"
979,maiden,93,NULL,NA,NULL,"2007-2015
"
980,maiden,214,NULL,NA,NULL,"2007-2015
"
981,maiden,115,NULL,NA,NULL,"2007-2015
"
982,maiden,163,NULL,NA,NULL,"2007-2015
"
983,maiden,100,NULL,NA,NULL,"2007-2015
"
985,maiden,144,NULL,NA,NULL,"2007-2015
"
986,maiden,97,NULL,NA,NULL,"2007-2015
"
987,maiden,90,NULL,NA,NULL,"2007-2015
"
988,maiden,191,NULL,NA,NULL,"2007-2015
"
989,maiden,128,NULL,NA,NULL,"2007-2015
"
990,maiden,33,NULL,NA,NULL,"2007-2015
"
991,multistem,160,NULL,NA,NULL,"2007-2015
"
991,multistem,270,2,130,0,"2016-2019
"
992,maiden,51,1,130,0,"2016-2019
"
993,maiden,183,NULL,NA,NULL,"2007-2015
"
993,maiden,192,1,130,0,"2016-2019
"
994,maiden,82,NULL,NA,NULL,"2007-2015
"
994,maiden,100,1,130,0,"2016-2019
"
995,maiden,81,NULL,NA,NULL,"2007-2015
"
995,maiden,113,1,130,0,"2016-2019
"
996,maiden,65,NULL,NA,NULL,"2007-2015
"
996,maiden,66,1,130,0,"2016-2019
"
997,maiden,64,NULL,NA,NULL,"2007-2015
"
998,maiden,80,NULL,NA,NULL,"2007-2015
"
998,maiden,90,1,130,0,"2016-2019
"
999,maiden,99,NULL,NA,NULL,"2007-2015
"
1000,maiden,92,NULL,NA,NULL,"2007-2015
"
1000,maiden,94,1,130,0,"2016-2019
"
1001,maiden,92,NULL,NA,NULL,"2007-2015
"
1002,maiden,63,NULL,NA,NULL,"2007-2015
"
1002,maiden,62,1,130,0,"2016-2019
"
1003,maiden,130,NULL,NA,NULL,"2007-2015
"
1003,maiden,143,1,130,0,"2016-2019
"
1004,maiden,141,NULL,NA,NULL,"2007-2015
"
1005,maiden,147,NULL,NA,NULL,"2007-2015
"
1006,maiden,176,NULL,NA,NULL,"2007-2015
"
1007,maiden,89,NULL,NA,NULL,"2007-2015
"
1008,maiden,87,NULL,NA,NULL,"2007-2015
"
1008,maiden,82,1,130,0,"2016-2019
"
1009,maiden,99,NULL,NA,NULL,"2007-2015
"
1009,maiden,103,1,130,0,"2016-2019
"
1010,maiden,119,NULL,NA,NULL,"2007-2015
"
1011,maiden,170,NULL,NA,NULL,"2007-2015
"
1012,maiden,65,NULL,NA,NULL,"2007-2015
"
1013,maiden,92,NULL,NA,NULL,"2007-2015
"
1013,maiden,109,1,130,0,"2016-2019
"
1014,maiden,55,NULL,NA,NULL,"2007-2015
"
1014,maiden,66,1,130,0,"2016-2019
"
1015,maiden,56,NULL,NA,NULL,"2007-2015
"
1015,maiden,54,1,130,0,"2016-2019
"
1016,maiden,60,NULL,NA,NULL,"2007-2015
"
1017,maiden,141,NULL,NA,NULL,"2007-2015
"
1017,maiden,152,1,130,0,"2016-2019
"
1018,maiden,41,NULL,NA,NULL,"2007-2015
"
1018,maiden,42,1,130,0,"2016-2019
"
1019,maiden,112,NULL,NA,NULL,"2007-2015
"
1020,maiden,100,NULL,NA,NULL,"2007-2015
"
1020,maiden,120,1,130,0,"2016-2019
"
1021,maiden,300,NULL,NA,NULL,"2007-2015
"
1022,maiden,292,NULL,NA,NULL,"2007-2015
"
1022,maiden,295,1,130,0,"2016-2019
"
1023,maiden,78,NULL,NA,NULL,"2007-2015
"
1023,maiden,94,1,130,0,"2016-2019
"
1024,maiden,415,NULL,NA,NULL,"2007-2015
"
1024,maiden,415,1,130,0,"2016-2019
"
1025,maiden,65,NULL,NA,NULL,"2007-2015
"
1026,maiden,95,NULL,NA,NULL,"2007-2015
"
1027,maiden,183,NULL,NA,NULL,"2007-2015
"
1028,maiden,210,NULL,NA,NULL,"2007-2015
"
1029,maiden,84,NULL,NA,NULL,"2007-2015
"
1030,maiden,88,NULL,NA,NULL,"2007-2015
"
1031,maiden,112,NULL,NA,NULL,"2007-2015
"
1032,maiden,66,NULL,NA,NULL,"2007-2015
"
1033,maiden,65,NULL,NA,NULL,"2007-2015
"
1034,maiden,139,NULL,NA,NULL,"2007-2015
"
1035,maiden,60,NULL,NA,NULL,"2007-2015
"
1036,maiden,70,NULL,NA,NULL,"2007-2015
"
1037,maiden,89,NULL,NA,NULL,"2007-2015
"
1038,maiden,106,NULL,NA,NULL,"2007-2015
"
1039,maiden,68,NULL,NA,NULL,"2007-2015
"
1040,maiden,86,NULL,NA,NULL,"2007-2015
"
1041,maiden,61,NULL,NA,NULL,"2007-2015
"
1042,maiden,70,NULL,NA,NULL,"2007-2015
"
1043,maiden,43,NULL,NA,NULL,"2007-2015
"
1044,maiden,46,NULL,NA,NULL,"2007-2015
"
